row_id	arm	choice	p_consistent	p_contradicted	p_not_checkable	confidence	baseline
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parse(char[], int, int)	real	not_checkable	0.090	0.030	0.880	0.820	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parse(char[], int, int)	swapped	not_checkable	0.080	0.200	0.720	0.570	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parseFloat(char[], int, int)	real	contradicted	0.220	0.430	0.350	0.150	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/DoubleParser.java#DoubleParser.parseFloat(char[], int, int)	swapped	not_checkable	0.190	0.100	0.710	0.570	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[])	real	not_checkable	0.440	0.030	0.530	0.300	0.800
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[])	swapped	not_checkable	0.060	0.210	0.730	0.600	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[], Function<E, String>)	real	consistent	0.610	0.090	0.300	0.430	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcher(E[], Function<E, String>)	swapped	not_checkable	0.150	0.180	0.670	0.490	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[])	real	not_checkable	0.470	0.010	0.520	0.280	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[])	swapped	not_checkable	0.000	0.020	0.980	0.960	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[], Function<E, String>)	real	consistent	0.980	0.000	0.020	0.970	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.enumMatcherIgnoreCase(E[], Function<E, String>)	swapped	not_checkable	0.020	0.210	0.770	0.650	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.equals(byte[], char[], int, int)	real	consistent	0.700	0.160	0.140	0.540	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.equals(byte[], char[], int, int)	swapped	contradicted	0.030	0.950	0.020	0.930	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.hash(byte[], int, int)	real	consistent	0.770	0.140	0.090	0.660	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.hash(byte[], int, int)	swapped	not_checkable	0.050	0.180	0.770	0.660	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(byte[], int, int)	real	consistent	0.980	0.010	0.010	0.980	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(byte[], int, int)	swapped	consistent	0.410	0.220	0.370	0.110	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(char[], int, int)	real	consistent	0.690	0.260	0.050	0.530	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.match(char[], int, int)	swapped	consistent	0.620	0.120	0.260	0.430	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.of(FieldMatcher, String...)	real	consistent	0.860	0.060	0.080	0.780	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/FieldMatcher.java#FieldMatcher.of(FieldMatcher, String...)	swapped	contradicted	0.010	0.680	0.310	0.510	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/InstantParser.java#InstantParser.DAYS_0000_TO_1970	real	consistent	0.800	0.130	0.070	0.690	0.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.escapeJson(String)	real	consistent	0.930	0.060	0.010	0.890	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.escapeJson(String)	swapped	contradicted	0.320	0.370	0.310	0.060	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.needsEscape(char)	real	consistent	0.880	0.050	0.070	0.820	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JIUtil.java#JIUtil.needsEscape(char)	swapped	consistent	0.730	0.050	0.220	0.600	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.context()	real	consistent	0.570	0.040	0.390	0.350	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.context()	swapped	not_checkable	0.410	0.070	0.520	0.280	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.offset()	real	consistent	0.590	0.050	0.360	0.380	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.offset()	swapped	not_checkable	0.190	0.110	0.700	0.560	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.op()	real	not_checkable	0.400	0.070	0.530	0.290	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonException.java#JsonException.op()	swapped	not_checkable	0.070	0.440	0.490	0.240	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.notNull()	real	consistent	0.620	0.080	0.300	0.430	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.notNull()	swapped	contradicted	0.150	0.760	0.090	0.640	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(FieldMatcher, P)	real	not_checkable	0.220	0.200	0.580	0.380	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(FieldMatcher, P)	swapped	contradicted	0.010	0.570	0.420	0.350	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P)	real	consistent	0.710	0.240	0.050	0.560	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P)	swapped	contradicted	0.010	0.650	0.340	0.480	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P, Function<P, R>)	real	consistent	0.530	0.210	0.260	0.290	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.parseObject(P, Function<P, R>)	swapped	not_checkable	0.010	0.380	0.610	0.420	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readBooleanOr(boolean)	real	consistent	0.910	0.080	0.010	0.850	0.250
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readBooleanOr(boolean)	swapped	not_checkable	0.040	0.250	0.710	0.570	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray()	real	not_checkable	0.100	0.090	0.810	0.720	0.833
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray()	swapped	not_checkable	0.010	0.090	0.900	0.850	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(byte[])	real	contradicted	0.150	0.840	0.010	0.750	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(byte[])	swapped	not_checkable	0.020	0.140	0.840	0.770	0.889
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(int)	real	consistent	0.880	0.120	0.000	0.810	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readByteArray(int)	swapped	not_checkable	0.020	0.140	0.840	0.760	0.889
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readCollection(C, Function<JsonIterator, T>)	real	consistent	0.870	0.080	0.050	0.810	0.571
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readCollection(C, Function<JsonIterator, T>)	swapped	consistent	0.650	0.300	0.050	0.470	0.667
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readFully(InputStream)	real	consistent	0.890	0.100	0.010	0.830	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readFully(InputStream)	swapped	not_checkable	0.000	0.030	0.970	0.940	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray()	real	not_checkable	0.110	0.060	0.830	0.750	0.750
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray()	swapped	contradicted	0.040	0.610	0.350	0.420	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray(int)	real	consistent	0.890	0.110	0.000	0.830	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readIntArray(int)	swapped	contradicted	0.230	0.690	0.080	0.540	0.750
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(Function<JsonIterator, T>)	real	consistent	0.620	0.070	0.310	0.430	0.500
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(Function<JsonIterator, T>)	swapped	not_checkable	0.020	0.450	0.530	0.290	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(int, Function<JsonIterator, T>)	real	consistent	0.960	0.010	0.030	0.940	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readList(int, Function<JsonIterator, T>)	swapped	not_checkable	0.010	0.480	0.510	0.250	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongArray()	real	not_checkable	0.410	0.100	0.490	0.230	0.750
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongArray()	swapped	contradicted	0.010	0.620	0.370	0.430	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongOr(long)	real	consistent	0.930	0.070	0.000	0.890	0.625
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readLongOr(long)	swapped	contradicted	0.020	0.840	0.140	0.770	0.667
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	real	consistent	0.870	0.070	0.060	0.800	0.667
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	swapped	not_checkable	0.010	0.220	0.770	0.660	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, Function<JsonIterator, V>, Function<V, K>)	real	consistent	0.750	0.240	0.010	0.620	0.600
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(M, Function<JsonIterator, V>, Function<V, K>)	swapped	not_checkable	0.010	0.210	0.780	0.660	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	real	consistent	0.920	0.020	0.060	0.890	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, CharBufferFunction<K>, BiFunction<K, JsonIterator, V>)	swapped	not_checkable	0.000	0.100	0.900	0.840	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, Function<JsonIterator, V>, Function<V, K>)	real	consistent	0.860	0.050	0.090	0.800	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readMap(int, Function<JsonIterator, V>, Function<V, K>)	swapped	not_checkable	0.000	0.150	0.850	0.770	1.000
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(Function<JsonIterator, T>)	real	consistent	0.820	0.140	0.040	0.730	0.333
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(Function<JsonIterator, T>)	swapped	contradicted	0.120	0.700	0.180	0.550	0.857
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(ValueType, Function<JsonIterator, T>)	real	consistent	0.960	0.040	0.000	0.930	0.600
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/JsonIterator.java#JsonIterator.readOrNull(ValueType, Function<JsonIterator, T>)	swapped	contradicted	0.230	0.710	0.060	0.560	0.714
json-iterator#json-iterator/src/main/java/systems/comodal/jsoniter/ValueType.java#ValueType.of(char)	real	contradicted	0.410	0.540	0.050	0.310	1.000
ravina#ravina-core/src/main/java/software/sava/services/core/NanoClock.java#NanoClock.currentTimeMillis()	real	consistent	0.890	0.060	0.050	0.850	0.667
ravina#ravina-core/src/main/java/software/sava/services/core/remote/call/BackoffConfig.java#BackoffConfig.delayUnit(TimeUnit)	real	consistent	0.860	0.080	0.060	0.790	0.000
ravina#ravina-core/src/main/java/software/sava/services/core/request_capacity/CapacityConfig.java#CapacityConfig$Parser.capacityFromDuration(Duration, int, Duration)	real	consistent	0.680	0.300	0.020	0.530	0.250
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoService.java#EpochInfoService.numSamples(Duration)	real	contradicted	0.280	0.690	0.030	0.540	0.333
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	real	not_checkable	0.330	0.010	0.660	0.500	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.MAX_PERFORMANCE_SAMPLES	swapped	not_checkable	0.010	0.000	0.990	0.990	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.STALE_EPOCH_FETCH	real	consistent	0.580	0.200	0.220	0.360	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.STALE_EPOCH_FETCH	swapped	not_checkable	0.000	0.010	0.990	0.980	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.checkCycle(Cycle, boolean)	real	consistent	0.870	0.120	0.010	0.810	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.checkCycle(Cycle, boolean)	swapped	contradicted	0.240	0.580	0.180	0.360	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.epochLogMessage(Epoch, Epoch, long)	real	consistent	0.950	0.010	0.040	0.930	0.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.epochLogMessage(Epoch, Epoch, long)	swapped	not_checkable	0.010	0.390	0.600	0.410	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.newCycle(Epoch, long)	real	contradicted	0.060	0.470	0.470	0.210	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.newCycle(Epoch, long)	swapped	not_checkable	0.060	0.030	0.910	0.860	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.start()	real	consistent	0.600	0.340	0.060	0.390	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/EpochInfoServiceImpl.java#EpochInfoServiceImpl.start()	swapped	contradicted	0.260	0.510	0.230	0.260	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	real	not_checkable	0.210	0.040	0.750	0.620	0.333
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MAX_MILLIS_PER_SLOT	swapped	consistent	0.620	0.060	0.320	0.430	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MIN_MILLIS_PER_SLOT	real	consistent	0.900	0.040	0.060	0.850	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.DEFAULT_MIN_MILLIS_PER_SLOT	swapped	not_checkable	0.080	0.180	0.740	0.610	0.333
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.MIN_TARGET_MILLIS_PER_SLOT	real	consistent	0.880	0.010	0.110	0.820	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.MIN_TARGET_MILLIS_PER_SLOT	swapped	not_checkable	0.070	0.050	0.880	0.830	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>)	real	consistent	0.690	0.020	0.290	0.540	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int)	real	consistent	0.870	0.030	0.100	0.810	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/epoch/SlotPerformanceStats.java#SlotPerformanceStats.calculateStats(List<PerfSample>, int, int)	real	consistent	0.990	0.010	0.000	0.980	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.DEFAULT_LOOK_BACK_SLOTS	real	not_checkable	0.180	0.010	0.810	0.720	0.750
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.DEFAULT_LOOK_BACK_SLOTS	swapped	not_checkable	0.060	0.120	0.820	0.730	0.750
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MAX_LOOK_BACK_SLOTS	real	not_checkable	0.430	0.020	0.550	0.320	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MAX_LOOK_BACK_SLOTS	swapped	not_checkable	0.010	0.010	0.980	0.970	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MIN_LOOK_BACK_SLOTS	real	consistent	0.610	0.030	0.360	0.410	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/helius/client/http/request/PriorityFeeRequest.java#PriorityFeeRequest.MIN_LOOK_BACK_SLOTS	swapped	contradicted	0.010	0.800	0.190	0.700	0.667
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseInstructionService.java#BaseInstructionService.LATEST_BLOCK_HASH_CALL_CONTEXT	real	not_checkable	0.070	0.020	0.910	0.870	0.600
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.clampedSkipRate()	real	consistent	0.900	0.080	0.020	0.850	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.clampedSkipRate()	swapped	not_checkable	0.010	0.180	0.810	0.710	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.confirmedBlockHeight()	real	not_checkable	0.440	0.080	0.480	0.230	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/BaseTxMonitorService.java#BaseTxMonitorService.confirmedBlockHeight()	swapped	not_checkable	0.000	0.090	0.910	0.860	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxCommitmentMonitorService.java#TxCommitmentMonitorService.finalizationTimeoutMillis()	real	consistent	0.860	0.100	0.040	0.790	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxExpirationMonitorService.java#TxExpirationMonitorService.SETTLE_BUFFER_BLOCKS	real	not_checkable	0.480	0.000	0.520	0.280	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	real	not_checkable	0.060	0.100	0.840	0.750	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	swapped	not_checkable	0.070	0.000	0.930	0.890	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.queueResult(Commitment, Commitment, String, SendTxContext, boolean)	real	not_checkable	0.010	0.020	0.970	0.960	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.queueResult(Commitment, Commitment, String, SendTxContext, boolean)	swapped	not_checkable	0.010	0.010	0.980	0.980	1.000
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManager.java#WebSocketManager.checkConnection()	real	not_checkable	0.400	0.070	0.530	0.300	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.installConnectAttempt(SolanaRpcWebsocket, CompletableFuture<?>)	real	consistent	0.650	0.190	0.160	0.480	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.installConnectAttempt(SolanaRpcWebsocket, CompletableFuture<?>)	swapped	consistent	0.440	0.390	0.170	0.160	0.778
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.markOpen(SolanaRpcWebsocket, CompletableFuture<?>)	real	consistent	0.850	0.120	0.030	0.780	0.500
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManagerImpl.java#WebSocketManagerImpl.markOpen(SolanaRpcWebsocket, CompletableFuture<?>)	swapped	contradicted	0.240	0.700	0.060	0.560	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/AccountWithSeed.java#AccountWithSeed.createAccount(PublicKey, PublicKey, String, PublicKey)	real	consistent	0.590	0.150	0.260	0.380	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.MAX_SEEDS	real	consistent	0.700	0.020	0.280	0.550	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createOffCurveAccountWithAsciiSeed(PublicKey, String, PublicKey)	real	consistent	0.560	0.070	0.370	0.340	0.500
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createOffCurveAccountWithAsciiSeed(PublicKey, String, PublicKey)	swapped	contradicted	0.240	0.560	0.200	0.350	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createPubKey(byte[])	real	consistent	0.830	0.010	0.160	0.740	0.667
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createPubKey(byte[])	swapped	contradicted	0.170	0.780	0.050	0.680	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createWithSeed(PublicKey, String, PublicKey)	real	consistent	0.830	0.120	0.050	0.740	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createWithSeed(PublicKey, String, PublicKey)	swapped	contradicted	0.010	0.880	0.110	0.830	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.findProgramAddress(List<byte[]>, PublicKey)	real	not_checkable	0.050	0.020	0.930	0.910	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.findProgramAddress(List<byte[]>, PublicKey)	swapped	not_checkable	0.080	0.190	0.730	0.600	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.fromBase58Encoded(byte[], int, int)	real	contradicted	0.030	0.960	0.010	0.940	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.fromBase58Encoded(byte[], int, int)	swapped	not_checkable	0.010	0.280	0.710	0.580	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.verifySignature(java.security.PublicKey, String, byte[])	real	consistent	0.890	0.010	0.100	0.830	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.verifySignature(java.security.PublicKey, String, byte[])	swapped	not_checkable	0.010	0.090	0.900	0.850	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java#SolanaAccounts.MAIN_NET	real	consistent	0.520	0.030	0.450	0.280	0.000
sava#sava-core/src/main/java/software/sava/core/accounts/meta/AccountMetaReadOnly.java#AccountMetaReadOnly.equals(Object)	real	consistent	0.960	0.030	0.010	0.940	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.ACCOUNT_STORAGE_OVERHEAD	real	contradicted	0.310	0.410	0.280	0.120	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.ACCOUNT_STORAGE_OVERHEAD	swapped	not_checkable	0.020	0.180	0.800	0.710	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.MAX_PERMITTED_DATA_LENGTH	real	consistent	0.940	0.010	0.050	0.910	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.MAX_PERMITTED_DATA_LENGTH	swapped	contradicted	0.060	0.490	0.450	0.240	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.minimumBalance(long)	real	consistent	0.940	0.050	0.010	0.910	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.minimumBalance(long)	swapped	consistent	0.450	0.190	0.360	0.160	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.saturatingUInt64(double)	real	consistent	0.900	0.100	0.000	0.850	0.667
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.saturatingUInt64(double)	swapped	contradicted	0.280	0.390	0.330	0.090	1.000
