row_id	arm	choice	p_applies	p_does_not_apply	p_cannot	confidence	construct_absent	word_baseline
ravina/ravina-solana#config#EpochServiceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#72	swapped	does_not_apply	0.320	0.670	0.010	0.510	0.750	true
ravina/ravina-solana#config#EpochServiceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#76	real	applies	0.790	0.210	0.000	0.670	0.750	true
ravina/ravina-solana#config#EpochServiceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#76	swapped	does_not_apply	0.370	0.620	0.010	0.430	0.720	true
ravina/ravina-solana#config#EpochServiceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#80	real	applies	0.720	0.280	0.000	0.580	0.770	true
ravina/ravina-solana#config#EpochServiceConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#80	swapped	does_not_apply	0.470	0.520	0.010	0.280	0.760	true
ravina/ravina-solana#config#HeliusConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#69	real	does_not_apply	0.400	0.590	0.010	0.390	0.840	true
ravina/ravina-solana#config#HeliusConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#69	swapped	does_not_apply	0.370	0.620	0.010	0.440	0.800	true
ravina/ravina-solana#config#HeliusConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#85	real	does_not_apply	0.390	0.610	0.000	0.410	0.190	true
ravina/ravina-solana#config#HeliusConfig$Parser.test#BooleanTrueReturnValsMutator#SURVIVED#85	swapped	does_not_apply	0.080	0.920	0.000	0.880	0.200	true
ravina/ravina-solana#config#TableCacheConfig$Builder.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	real	applies	0.850	0.150	0.000	0.780	0.740	true
ravina/ravina-solana#config#TableCacheConfig$Builder.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	swapped	does_not_apply	0.230	0.770	0.000	0.650	0.650	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	real	applies	0.690	0.310	0.000	0.530	0.790	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#61	swapped	applies	0.550	0.440	0.010	0.330	0.610	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#65	real	applies	0.720	0.280	0.000	0.570	0.740	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#65	swapped	does_not_apply	0.390	0.600	0.010	0.410	0.640	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#69	real	applies	0.690	0.310	0.000	0.530	0.750	true
ravina/ravina-solana#config#TxMonitorConfig$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#69	swapped	does_not_apply	0.470	0.520	0.010	0.290	0.690	true
ravina/ravina-solana#epoch#SlotPerformanceStats.calculateStats#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#81	real	does_not_apply	0.060	0.930	0.010	0.900	0.170	false
ravina/ravina-solana#epoch#SlotPerformanceStats.calculateStats#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#81	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.190	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.awaitInitialized#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#145	real	applies	0.820	0.170	0.010	0.730	0.930	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.awaitInitialized#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#145	swapped	does_not_apply	0.140	0.850	0.010	0.780	0.900	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#ConditionalsBoundaryMutator#SURVIVED#287	real	does_not_apply	0.130	0.640	0.230	0.460	0.590	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#ConditionalsBoundaryMutator#SURVIVED#287	swapped	does_not_apply	0.100	0.730	0.170	0.600	0.550	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	real	applies	0.540	0.450	0.010	0.310	0.110	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	swapped	does_not_apply	0.130	0.870	0.000	0.800	0.110	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	real	applies	0.540	0.450	0.010	0.310	0.110	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	swapped	does_not_apply	0.130	0.870	0.000	0.800	0.110	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	real	applies	0.540	0.450	0.010	0.310	0.110	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#MathMutator#SURVIVED#259	swapped	does_not_apply	0.130	0.870	0.000	0.800	0.110	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	real	does_not_apply	0.420	0.420	0.160	0.130	0.700	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	swapped	does_not_apply	0.060	0.820	0.120	0.740	0.720	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	real	does_not_apply	0.420	0.420	0.160	0.130	0.700	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#287	swapped	does_not_apply	0.060	0.820	0.120	0.740	0.720	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#305	real	applies	0.770	0.220	0.010	0.660	0.780	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#305	swapped	does_not_apply	0.150	0.850	0.000	0.760	0.770	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#273	real	applies	0.610	0.170	0.220	0.420	0.710	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_EQUAL_IF#SURVIVED#273	swapped	does_not_apply	0.170	0.680	0.150	0.530	0.720	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_ORDER_IF#SURVIVED#273	real	applies	0.750	0.100	0.150	0.630	0.530	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#RemoveConditionalMutator_ORDER_IF#SURVIVED#273	swapped	does_not_apply	0.320	0.600	0.080	0.390	0.480	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#VoidMethodCallMutator#SURVIVED#297	real	applies	0.980	0.020	0.000	0.980	0.950	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.checkCycle#VoidMethodCallMutator#SURVIVED#297	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.950	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	real	applies	0.580	0.400	0.020	0.370	0.790	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	swapped	does_not_apply	0.090	0.890	0.020	0.840	0.760	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	real	applies	0.580	0.400	0.020	0.370	0.790	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#RemoveConditionalMutator_EQUAL_IF#SURVIVED#89	swapped	does_not_apply	0.090	0.890	0.020	0.840	0.760	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#121	real	applies	0.960	0.040	0.000	0.930	0.940	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#121	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.950	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#126	real	applies	0.960	0.040	0.000	0.940	0.950	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.getAndSetEpochInfo#VoidMethodCallMutator#SURVIVED#126	swapped	does_not_apply	0.010	0.990	0.000	0.990	0.950	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.run#VoidMethodCallMutator#SURVIVED#344	real	applies	0.950	0.050	0.000	0.920	0.960	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.run#VoidMethodCallMutator#SURVIVED#344	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.960	false
ravina/ravina-solana#epochService#EpochInfoServiceImpl.start#VoidMethodCallMutator#SURVIVED#329	real	applies	0.990	0.010	0.000	0.980	0.950	true
ravina/ravina-solana#epochService#EpochInfoServiceImpl.start#VoidMethodCallMutator#SURVIVED#329	swapped	does_not_apply	0.010	0.990	0.000	0.980	0.950	false
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#110	real	applies	0.680	0.310	0.010	0.520	0.810	true
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#110	swapped	does_not_apply	0.320	0.680	0.000	0.510	0.690	true
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#114	real	does_not_apply	0.480	0.510	0.010	0.280	0.760	true
ravina/ravina-solana#formatting#ChainItemFormatter$Parser.parseProperties#RemoveConditionalMutator_EQUAL_IF#SURVIVED#114	swapped	does_not_apply	0.440	0.550	0.010	0.340	0.790	true
ravina/ravina-solana#formatting#ChainItemFormatter.commaSeparateInteger#ConditionalsBoundaryMutator#SURVIVED#45	real	applies	0.990	0.010	0.000	0.980	0.270	true
ravina/ravina-solana#formatting#ChainItemFormatter.commaSeparateInteger#ConditionalsBoundaryMutator#SURVIVED#45	swapped	does_not_apply	0.180	0.820	0.000	0.730	0.210	true
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#340	real	does_not_apply	0.280	0.550	0.170	0.340	0.230	true
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#340	swapped	does_not_apply	0.020	0.930	0.050	0.890	0.230	false
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#368	real	applies	0.420	0.350	0.230	0.140	0.290	true
sava/sava-core#accounts#PublicKey.verifySignature#BooleanFalseReturnValsMutator#NO_COVERAGE#368	swapped	does_not_apply	0.010	0.940	0.050	0.910	0.280	false
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#340	real	does_not_apply	0.350	0.460	0.190	0.190	0.230	true
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#340	swapped	does_not_apply	0.030	0.920	0.050	0.890	0.260	false
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#368	real	applies	0.410	0.360	0.230	0.110	0.220	true
sava/sava-core#accounts#PublicKey.verifySignature#BooleanTrueReturnValsMutator#NO_COVERAGE#368	swapped	does_not_apply	0.010	0.940	0.050	0.910	0.270	false
sava/sava-core#decimal#DecimalInteger.toDecimal#ConditionalsBoundaryMutator#SURVIVED#30	real	applies	1.000	0.000	0.000	0.990	0.910	true
sava/sava-core#decimal#DecimalInteger.toDecimal#ConditionalsBoundaryMutator#SURVIVED#30	swapped	does_not_apply	0.030	0.970	0.000	0.940	0.880	false
sava/sava-core#decimal#DecimalInteger.toDecimal#RemoveConditionalMutator_ORDER_IF#SURVIVED#30	real	applies	0.960	0.040	0.000	0.940	0.900	true
sava/sava-core#decimal#DecimalInteger.toDecimal#RemoveConditionalMutator_ORDER_IF#SURVIVED#30	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.860	false
sava/sava-core#decimal#DecimalIntegerAmount.amount#ConditionalsBoundaryMutator#SURVIVED#12	real	applies	0.990	0.010	0.000	0.990	0.940	true
sava/sava-core#decimal#DecimalIntegerAmount.amount#ConditionalsBoundaryMutator#SURVIVED#12	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.940	false
sava/sava-core#decimal#DecimalIntegerAmount.amount#RemoveConditionalMutator_ORDER_IF#SURVIVED#12	real	applies	0.980	0.020	0.000	0.970	0.950	true
sava/sava-core#decimal#DecimalIntegerAmount.amount#RemoveConditionalMutator_ORDER_IF#SURVIVED#12	swapped	does_not_apply	0.040	0.960	0.000	0.930	0.940	false
sava/sava-core#ed25519#Ed25519Util$PointAccum.create#NullReturnValsMutator#SURVIVED#57	real	applies	0.680	0.300	0.020	0.520	0.840	false
sava/sava-core#ed25519#Ed25519Util$PointAccum.create#NullReturnValsMutator#SURVIVED#57	swapped	does_not_apply	0.050	0.930	0.020	0.900	0.860	true
sava/sava-core#ed25519#Ed25519Util$PointExtended.create#NullReturnValsMutator#SURVIVED#68	real	applies	0.650	0.330	0.020	0.480	0.770	false
sava/sava-core#ed25519#Ed25519Util$PointExtended.create#NullReturnValsMutator#SURVIVED#68	swapped	does_not_apply	0.040	0.950	0.010	0.910	0.750	true
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	real	applies	0.850	0.140	0.010	0.780	0.920	true
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	swapped	does_not_apply	0.180	0.810	0.010	0.720	0.950	false
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	real	applies	0.850	0.140	0.010	0.780	0.920	true
sava/sava-core#ed25519#Ed25519Util.car25519#MathMutator#SURVIVED#367	swapped	does_not_apply	0.180	0.810	0.010	0.720	0.950	false
sava/sava-core#ed25519#Ed25519Util.pack25519#ConditionalsBoundaryMutator#SURVIVED#385	real	applies	0.680	0.310	0.010	0.520	0.850	true
sava/sava-core#ed25519#Ed25519Util.pack25519#ConditionalsBoundaryMutator#SURVIVED#385	swapped	does_not_apply	0.070	0.930	0.000	0.890	0.850	false
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#397	real	applies	0.930	0.060	0.010	0.900	0.950	true
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#397	swapped	does_not_apply	0.210	0.780	0.010	0.670	0.930	false
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#398	real	applies	0.940	0.060	0.000	0.910	0.950	true
sava/sava-core#ed25519#Ed25519Util.pack25519#MathMutator#SURVIVED#398	swapped	does_not_apply	0.240	0.750	0.010	0.620	0.940	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#382	real	applies	0.980	0.020	0.000	0.960	0.880	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#382	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.890	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#383	real	applies	0.980	0.020	0.000	0.980	0.880	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#383	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.870	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#384	real	applies	0.990	0.010	0.000	0.980	0.880	false
sava/sava-core#ed25519#Ed25519Util.pack25519#VoidMethodCallMutator#SURVIVED#384	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.900	false
sava/sava-core#ed25519#Ed25519Util.scalarMultBase#VoidMethodCallMutator#SURVIVED#941	real	applies	0.660	0.330	0.010	0.490	0.930	true
sava/sava-core#ed25519#Ed25519Util.scalarMultBase#VoidMethodCallMutator#SURVIVED#941	swapped	does_not_apply	0.420	0.570	0.010	0.340	0.900	true
sava/sava-core#ed25519#Ed25519Util.sel25519#MathMutator#SURVIVED#375	real	does_not_apply	0.380	0.610	0.010	0.410	0.950	true
sava/sava-core#ed25519#Ed25519Util.sel25519#MathMutator#SURVIVED#375	swapped	does_not_apply	0.210	0.780	0.010	0.670	0.960	false
sava/sava-core#ed25519#Scalar25519.toSignedDigits#MathMutator#SURVIVED#24	real	applies	0.810	0.170	0.020	0.710	0.950	true
sava/sava-core#ed25519#Scalar25519.toSignedDigits#MathMutator#SURVIVED#24	swapped	does_not_apply	0.270	0.700	0.030	0.560	0.950	false
sava/sava-core#encoding#Base58.beginMutableEncode#ConditionalsBoundaryMutator#SURVIVED#380	real	does_not_apply	0.270	0.720	0.010	0.580	0.960	true
sava/sava-core#encoding#Base58.beginMutableEncode#ConditionalsBoundaryMutator#SURVIVED#380	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.960	false
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	real	does_not_apply	0.190	0.800	0.010	0.710	0.970	true
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	swapped	does_not_apply	0.050	0.950	0.000	0.910	0.960	false
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	real	does_not_apply	0.190	0.800	0.010	0.710	0.970	true
sava/sava-core#encoding#Base58.beginMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#380	swapped	does_not_apply	0.050	0.950	0.000	0.910	0.960	false
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#359	real	does_not_apply	0.250	0.740	0.010	0.620	0.950	true
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#359	swapped	does_not_apply	0.150	0.850	0.000	0.780	0.930	false
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#359	real	does_not_apply	0.250	0.740	0.010	0.620	0.950	true
sava/sava-core#encoding#Base58.continueMutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#359	swapped	does_not_apply	0.160	0.840	0.000	0.750	0.940	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#199	real	applies	0.930	0.070	0.000	0.880	0.880	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#199	swapped	does_not_apply	0.070	0.920	0.010	0.880	0.880	true
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#220	real	applies	0.840	0.150	0.010	0.770	0.920	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#220	swapped	does_not_apply	0.040	0.950	0.010	0.930	0.910	true
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#239	real	applies	0.870	0.120	0.010	0.810	0.880	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#239	swapped	does_not_apply	0.070	0.920	0.010	0.890	0.880	true
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#260	real	applies	0.900	0.100	0.000	0.840	0.890	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#260	swapped	does_not_apply	0.040	0.950	0.010	0.930	0.900	true
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#276	real	applies	0.920	0.080	0.000	0.870	0.900	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#276	swapped	does_not_apply	0.060	0.930	0.010	0.910	0.900	true
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#297	real	applies	0.840	0.150	0.010	0.770	0.900	false
sava/sava-core#encoding#Base58.decode#MathMutator#SURVIVED#297	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.920	true
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#70	real	does_not_apply	0.340	0.650	0.010	0.480	0.960	true
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#70	swapped	does_not_apply	0.180	0.820	0.000	0.730	0.960	false
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#70	real	does_not_apply	0.280	0.710	0.010	0.560	0.960	true
sava/sava-core#encoding#Base58.encode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#70	swapped	does_not_apply	0.180	0.820	0.000	0.720	0.950	false
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#329	real	does_not_apply	0.300	0.690	0.010	0.540	0.920	true
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#329	swapped	does_not_apply	0.100	0.900	0.000	0.850	0.930	false
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#329	real	does_not_apply	0.200	0.800	0.000	0.690	0.940	true
sava/sava-core#encoding#Base58.mutableEncode#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#329	swapped	does_not_apply	0.130	0.870	0.000	0.800	0.930	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	real	applies	0.830	0.170	0.000	0.740	0.950	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.940	true
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	real	applies	0.830	0.170	0.000	0.740	0.950	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#119	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.940	true
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	real	applies	0.910	0.090	0.000	0.870	0.940	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.940	true
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	real	applies	0.910	0.090	0.000	0.870	0.940	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#132	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.940	true
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	real	applies	0.830	0.170	0.000	0.740	0.950	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.950	true
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	real	applies	0.830	0.170	0.000	0.740	0.950	false
sava/sava-core#encoding#Base58.toLimbs#RemoveConditionalMutator_ORDER_ELSE#SURVIVED#145	swapped	does_not_apply	0.000	1.000	0.000	0.990	0.950	true
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#905	real	applies	0.870	0.130	0.000	0.800	0.550	false
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#905	swapped	does_not_apply	0.050	0.950	0.000	0.920	0.590	true
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#938	real	applies	0.850	0.150	0.000	0.770	0.600	false
sava/sava-core#encoding#Jex.decodePrimIterChecked#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#938	swapped	does_not_apply	0.050	0.950	0.000	0.930	0.580	true
sava/sava-core#meta#AccountMetaFeePayer.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#33	real	applies	0.840	0.160	0.000	0.760	0.350	true
sava/sava-core#meta#AccountMetaFeePayer.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#33	swapped	does_not_apply	0.210	0.790	0.000	0.680	0.230	true
sava/sava-core#meta#AccountMetaInvoked.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#27	real	applies	0.840	0.160	0.000	0.760	0.370	true
sava/sava-core#meta#AccountMetaInvoked.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#27	swapped	does_not_apply	0.150	0.850	0.000	0.780	0.250	true
sava/sava-core#meta#AccountMetaInvoked.hashCode#MathMutator#SURVIVED#35	real	applies	0.980	0.020	0.000	0.970	0.640	true
sava/sava-core#meta#AccountMetaInvoked.hashCode#MathMutator#SURVIVED#35	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.670	false
sava/sava-core#meta#AccountMetaInvoked.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	real	applies	0.870	0.130	0.000	0.810	0.880	true
sava/sava-core#meta#AccountMetaInvoked.merge#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#19	swapped	does_not_apply	0.290	0.710	0.000	0.560	0.790	true
sava/sava-core#meta#AccountMetaInvokedAndWrite.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	real	applies	0.800	0.200	0.000	0.700	0.380	true
sava/sava-core#meta#AccountMetaInvokedAndWrite.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	swapped	does_not_apply	0.120	0.880	0.000	0.820	0.240	true
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#35	real	applies	0.930	0.070	0.000	0.890	0.630	true
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#35	swapped	does_not_apply	0.030	0.970	0.000	0.950	0.570	false
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#36	real	applies	0.940	0.060	0.000	0.910	0.700	true
sava/sava-core#meta#AccountMetaInvokedAndWrite.hashCode#MathMutator#SURVIVED#36	swapped	does_not_apply	0.020	0.980	0.000	0.970	0.670	false
sava/sava-core#meta#AccountMetaReadOnly.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#54	real	applies	0.910	0.090	0.000	0.870	0.320	true
sava/sava-core#meta#AccountMetaReadOnly.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#54	swapped	does_not_apply	0.330	0.670	0.000	0.500	0.240	true
sava/sava-core#meta#AccountMetaReadOnlySigner.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	real	applies	0.890	0.110	0.000	0.830	0.290	true
sava/sava-core#meta#AccountMetaReadOnlySigner.equals#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	swapped	does_not_apply	0.380	0.620	0.000	0.420	0.240	true
sava/sava-core#meta#AccountMetaReadOnlySigner.hashCode#MathMutator#SURVIVED#34	real	applies	0.980	0.020	0.000	0.970	0.680	true
